platform,source_product_id,review_date,review_count,rating_sum,rating_1_count,rating_2_count,rating_3_count,rating_4_count,rating_5_count,positive_count,negative_count,neutral_count,helpful_count_sum,last_rebuilt_at
flipkart,SRTH6AFXGZGAQBMS,2025-11-01,5,23,0,0,0,2,3,5,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,BXRHC6DYCZYBRFTQ,2026-03-01,1,4,0,0,0,1,0,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TKPH2TTMHPSWMWGJ,2026-07-01,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHGSUTBS8NCZWX2,2026-06-01,2,7,0,1,0,0,1,1,1,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TKPH2TTM8RYBXMGR,2026-06-01,1,3,0,0,1,0,0,0,0,1,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHHJRARECBQRGY,2026-06-15,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,VESFF2CGV9KVUF73,2026-07-13,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHCHZPWEDWVFFP,2025-09-01,2,8,0,0,1,0,1,1,0,1,0,2026-08-19 20:00:40.818952+05:30
flipkart,TKPHZTUBSKZYKYGY,2026-01-01,9,27,1,4,0,2,2,4,5,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TKPGSYPCNTSBCUUV,2026-01-01,15,50,2,3,1,6,3,9,5,1,0,2026-08-19 20:00:40.818952+05:30
flipkart,TKPGFQNDGFD8NKG6,2026-06-21,1,3,0,0,1,0,0,0,0,1,0,2026-08-19 20:00:40.818952+05:30
flipkart,SRTHDH2J2ZEZZYYT,2026-01-01,2,10,0,0,0,0,2,2,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHCKSGZNZPWUGC,2026-06-29,1,1,1,0,0,0,0,0,1,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,SRTHDH2JJY3GGYAD,2025-10-01,4,20,0,0,0,0,4,4,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,BXRHFQXCH2ZZWNSU,2026-07-24,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,VESFF2CGV9KVUF73,2026-07-01,2,10,0,0,0,0,2,2,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,BXRHFQXCJFMZ8ZPC,2026-06-01,8,28,1,1,2,1,3,4,2,2,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHHJRAAHQGWZMX,2026-07-15,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHGSUTBY85HUUTX,2026-06-01,4,17,0,1,0,0,3,3,1,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,BXRHC6D3GGAB6HGP,2026-06-29,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHHJRA9WNSWQEP,2026-06-13,1,3,0,0,1,0,0,0,0,1,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHCHZPXTGZXVZF,2026-07-13,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHCHZP8YHX8CBY,2026-07-29,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TKPGDC7BHZZQKEX6,2026-01-01,15,50,2,3,1,6,3,9,5,1,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHCKSGSZFNEFAY,2025-09-01,2,8,0,0,1,0,1,1,0,1,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHCKSGU77X4FDT,2026-06-29,2,6,1,0,0,0,1,1,1,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,BXRGZJCWYYCZQ9PZ,2025-10-01,27,102,2,4,5,3,13,16,6,5,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHCKSGSP8GHBJG,2025-11-01,4,17,0,0,1,1,2,3,0,1,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHG96EEHFKFUXY,2026-08-09,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHGSUTBCYM82QFQ,2026-07-09,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHHJRASMKXNJYD,2026-06-17,1,2,0,1,0,0,0,0,1,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHHJRAVFNZGNFF,2026-08-03,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TKPGTHNYXKPURXZD,2025-10-01,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,BXRHC6DFE3JTKT5S,2026-01-01,4,19,0,0,0,1,3,4,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,BXRGRFMQYKUB9K5S,2026-02-01,3,11,0,0,2,0,1,1,0,2,0,2026-08-19 20:00:40.818952+05:30
flipkart,FCKFAGAYGGYMEWQT,2026-06-19,2,10,0,0,0,0,2,2,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,BXRHC6DY55BHVQQW,2026-07-24,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHCKSGSZFNEFAY,2026-04-01,2,10,0,0,0,0,2,2,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHCKSGYZBSAB3B,2026-07-26,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TKPH5URAWVHYBZHU,2026-04-01,3,9,0,1,1,1,0,1,1,1,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHCKSGU77X4FDT,2026-08-01,1,2,0,1,0,0,0,0,1,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,BXRHC6DFMKDBBHTH,2026-06-04,1,3,0,0,1,0,0,0,0,1,0,2026-08-19 20:00:40.818952+05:30
flipkart,BXRHFQXCZDYKVXP4,2026-06-01,8,28,1,1,2,1,3,4,2,2,0,2026-08-19 20:00:40.818952+05:30
flipkart,FCKF66QFWW2WHSW8,2026-07-06,1,3,0,0,1,0,0,0,0,1,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHHJRA2XFF6ZBX,2026-06-29,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHHJRATVMXGFAG,2026-07-09,2,10,0,0,0,0,2,2,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,SRTFFFUDKHADW5AT,2026-04-01,1,2,0,1,0,0,0,0,1,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,BXRGRFHZNQNZARUM,2026-05-01,1,3,0,0,1,0,0,0,0,1,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHCKSGSP8GHBJG,2026-07-29,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,SRTFFFUDPECZJGJN,2026-04-01,1,2,0,1,0,0,0,0,1,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHGSUTA9ZWNC3QG,2026-02-01,3,7,2,0,0,0,1,1,2,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHGSUT86EGTBTMZ,2026-06-06,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,SNRGEHFWXXTCVDZM,2026-03-01,8,37,0,0,1,1,6,7,0,1,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHHJRAVFNZGNFF,2026-07-25,2,8,0,0,0,2,0,2,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHHJRARECBQRGY,2026-07-24,2,10,0,0,0,0,2,2,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,FCKFB5ZT3FMM3MHR,2026-07-27,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TKPHZTUBTRJGZ4RZ,2026-02-01,7,21,3,0,0,2,2,4,3,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHCHZPM8KUMFGH,2026-03-01,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHCHZPYY2A6GA4,2026-07-28,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHCHZPYY2A6GA4,2025-11-01,4,17,0,0,1,1,2,3,0,1,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHHJRAWDVUHWBJ,2026-06-13,1,3,0,0,1,0,0,0,0,1,0,2026-08-19 20:00:40.818952+05:30
flipkart,SRTFFFUDBDKVKAHP,2025-09-01,2,10,0,0,0,0,2,2,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,SOCH7KSZXDZQHQGG,2026-02-01,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TKPH2TTMVVEKXDX4,2026-01-01,4,17,0,1,0,0,3,3,1,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,BXRHFQXCJSCCGJ6J,2026-07-24,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHHJRA94PWAYGW,2026-07-20,1,4,0,0,0,1,0,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,SRTGSYQGYYGHFF5Y,2026-06-29,1,4,0,0,0,1,0,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,SRTGSYQGYYGHFF5Y,2026-07-14,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,VESGFCUGGDGPQ5HR,2026-01-01,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHCKSGSZFNEFAY,2026-07-01,4,14,1,0,0,2,1,3,1,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,SNRE5FB4TUKHY9GR,2026-07-13,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,BXRH2W5SSU8DYVH5,2026-05-01,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,FCKFB5ZT3FMM3MHR,2026-06-08,1,2,0,1,0,0,0,0,1,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHCHZPCTKYBK4A,2026-06-13,1,4,0,0,0,1,0,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,BXRGRFMQYHQS4BM7,2025-11-01,3,12,0,0,1,1,1,2,0,1,0,2026-08-19 20:00:40.818952+05:30
flipkart,SRTHZA67CMV4HG5P,2026-07-13,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHCKSGZNZPWUGC,2026-07-29,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHCKSGYZBSAB3B,2026-08-03,1,1,1,0,0,0,0,0,1,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,FCKF3RF9ZJ5BEHGD,2026-01-01,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,SRTFFFUDPECZJGJN,2026-06-01,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,BXRGRFMQHQHQPFJZ,2025-11-01,3,12,0,0,1,1,1,2,0,1,0,2026-08-19 20:00:40.818952+05:30
flipkart,SNRE5FB4TUKHY9GR,2026-07-29,1,4,0,0,0,1,0,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHCHZPAD7JCGRK,2025-10-01,10,29,4,1,0,2,3,5,5,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHGSUTCQHTXPU7T,2026-07-12,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,BXRH2W5SSXWGWGSD,2025-09-01,2,8,0,0,1,0,1,1,0,1,0,2026-08-19 20:00:40.818952+05:30
flipkart,SRTFEYC4J3YQFBHE,2025-11-01,5,23,0,0,0,2,3,5,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,BXRH2W5SF88MYEM4,2026-07-08,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,BXRH2W5SWTEMKHPG,2026-07-19,1,1,1,0,0,0,0,0,1,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,SRTHDH2JGFCMMGZK,2026-07-23,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,SRTFFFUDBDKVKAHP,2026-04-01,1,2,0,1,0,0,0,0,1,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,BXRH2W5SGPFYRGVV,2026-07-26,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,SRTFFFUDKHADW5AT,2026-05-01,2,10,0,0,0,0,2,2,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHHJRA2XFF6ZBX,2026-07-23,2,10,0,0,0,0,2,2,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHHJRAVFNZGNFF,2026-02-01,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,BXRHC6D3GGAB6HGP,2026-07-24,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TKPGTHNYXKPURXZD,2025-12-01,1,2,0,1,0,0,0,0,1,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,BXRH2W5SF88MYEM4,2026-07-01,2,6,1,0,0,0,1,1,1,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,BXRHC6D3GGAB6HGP,2026-06-01,7,27,0,1,2,1,3,4,1,2,0,2026-08-19 20:00:40.818952+05:30
flipkart,SRTFEYC44SNDHXKZ,2026-07-01,2,9,0,0,0,1,1,2,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHCKSGYZBSAB3B,2025-09-01,2,8,0,0,1,0,1,1,0,1,0,2026-08-19 20:00:40.818952+05:30
flipkart,TKPG38GF3GZCVMU5,2025-10-01,16,67,0,1,2,6,7,13,1,2,0,2026-08-19 20:00:40.818952+05:30
flipkart,FCKFFGVX9NEVKSKT,2026-07-01,2,8,0,0,0,2,0,2,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,BXRGRFMQHQHQPFJZ,2026-07-20,1,1,1,0,0,0,0,0,1,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHHJRA8C7ZXDW3,2026-04-01,1,1,1,0,0,0,0,0,1,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHHJRAJZ9W3CHJ,2026-06-13,1,3,0,0,1,0,0,0,0,1,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHGSUTA9ZWNC3QG,2025-11-01,4,20,0,0,0,0,4,4,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,VESGFCUG9YG7SU2Y,2026-04-01,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHHJRATZFGHRZ6,2026-07-24,2,10,0,0,0,0,2,2,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHHGZVQAHNTA5X,2026-07-01,2,9,0,0,0,1,1,2,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,BXRHFS5FHHMGH7HH,2026-07-09,1,4,0,0,0,1,0,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHHJRAZY3BXMSE,2026-07-25,2,8,0,0,0,2,0,2,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TKPGTHNYXKPURXZD,2026-07-15,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHCKSGABGZAHRG,2026-06-13,1,4,0,0,0,1,0,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TKPH8MTJ687ZET8H,2026-07-01,2,8,0,0,0,2,0,2,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TKPGTHNYFGUCTHDE,2026-07-15,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHH8NR5R9KTDJQW,2025-11-01,4,20,0,0,0,0,4,4,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHHJRA2XFF6ZBX,2026-06-15,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TKPGDC7BNJTFHSJS,2025-09-01,7,33,0,0,0,2,5,7,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHCHZPHWHEZWQQ,2026-08-03,1,1,1,0,0,0,0,0,1,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHCKSGWNGKY7HH,2026-07-01,4,14,1,0,0,2,1,3,1,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,BXRGRFMQXVGVCHTX,2026-06-28,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,SOCH8ERGSC6PEHZF,2026-02-01,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHHJRATZFGHRZ6,2026-06-16,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,BXRGRFHZNQNZARUM,2026-08-06,1,4,0,0,0,1,0,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHZ7ZH2BBUTKXZ,2026-07-01,1,1,1,0,0,0,0,0,1,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHHJRA8C7ZXDW3,2026-08-03,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,SRTGSYQGDJQ4FYCH,2026-06-29,1,4,0,0,0,1,0,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TKPGSYPCXUARRUMY,2026-07-31,1,4,0,0,0,1,0,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHCHZPM8KUMFGH,2026-06-30,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,BXRH2W5SWTEMKHPG,2025-11-01,2,9,0,0,0,1,1,2,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHCHZPCTKYBK4A,2026-07-29,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,BXRHC6DFCRBPKEPH,2026-06-04,1,3,0,0,1,0,0,0,0,1,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHCKSGZNZPWUGC,2025-09-01,2,8,0,0,1,0,1,1,0,1,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHHJRAHXY4F7PK,2026-07-11,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,BXRGRFMQYHQS4BM7,2026-07-08,1,1,1,0,0,0,0,0,1,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHHJRASMKXNJYD,2026-07-23,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,SRTHDH2JWSHGP896,2026-04-01,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHHJRA8C7ZXDW3,2026-07-09,2,10,0,0,0,0,2,2,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,BXRGZJCWYYCZQ9PZ,2026-06-22,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHHJRATVMXGFAG,2026-06-29,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHG96E34GYMJQV,2026-06-05,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHHJRAVFNZGNFF,2026-06-29,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,BXRHC6DFE3JTKT5S,2026-08-04,1,4,0,0,0,1,0,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,SRTGSYQGKBHXGKWV,2025-10-01,4,20,0,0,0,0,4,4,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,BXRHC6DY55BHVQQW,2026-05-01,4,11,1,1,1,0,1,1,2,1,0,2026-08-19 20:00:40.818952+05:30
flipkart,SRTFFFUDGCPVKPJS,2025-11-01,3,14,0,0,0,1,2,3,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHCKSGSP8GHBJG,2026-08-01,1,2,0,1,0,0,0,0,1,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHGSUTBS8NCZWX2,2026-06-05,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHCHZP8YHX8CBY,2026-08-03,1,1,1,0,0,0,0,0,1,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHCHZPFQEVEAQQ,2026-07-29,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHCHZPFQEVEAQQ,2026-02-01,2,5,0,1,1,0,0,0,1,1,0,2026-08-19 20:00:40.818952+05:30
flipkart,SRTHDH2J4RH3QHCM,2026-04-01,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,BXRGRFHZZKF8JG49,2026-07-24,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHHGZVQAHNTA5X,2026-07-21,1,4,0,0,0,1,0,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHGSUTA9PJHYHWD,2026-06-05,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TKPGTHNYEEK6PNKC,2026-07-15,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TKPGDC7BHZZQKEX6,2025-11-01,28,115,3,0,2,9,14,23,3,2,0,2026-08-19 20:00:40.818952+05:30
flipkart,BXRHC6DY55BHVQQW,2026-07-09,1,4,0,0,0,1,0,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHG6YYPJ4EDB2H,2026-07-14,1,4,0,0,0,1,0,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHCHZP3TPCWQMM,2025-10-01,10,29,4,1,0,2,3,5,5,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHCKSGFXPPK5GV,2026-06-30,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHCHZPSYNBHGNM,2026-08-03,1,1,1,0,0,0,0,0,1,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TKPGSYPCBFKNUZ7W,2025-09-01,7,33,0,0,0,2,5,7,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHG96EEHFKFUXY,2025-11-01,4,20,0,0,0,0,4,4,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,BXRHFQXCBDZZKBFW,2026-06-28,1,4,0,0,0,1,0,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,PYJH2TWEBUFSRDZ3,2026-05-01,1,3,0,0,1,0,0,0,0,1,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHHJRAHXY4F7PK,2026-06-29,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,SRTHDH2JU8TN9A2F,2026-07-07,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,SNRGEMJDBHBCNYCF,2026-06-08,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHHJRA94PWAYGW,2026-07-01,14,62,0,1,2,1,10,11,1,2,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHGSUTA9ZWNC3QG,2026-07-20,1,4,0,0,0,1,0,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TKPH5URAJGUXT5SG,2026-07-10,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,SRTHDH2JUCVYW4FZ,2026-06-29,1,4,0,0,0,1,0,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,SRTGSYQG33X94BQH,2026-07-23,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,BXRGRFHZNQNZARUM,2026-07-08,1,1,1,0,0,0,0,0,1,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,BXRGRFHZE7HPWZVS,2026-07-23,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TKPH2TTMVVEKXDX4,2026-07-01,1,1,1,0,0,0,0,0,1,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,BXRH2W5SSXWGWGSD,2026-04-01,1,2,0,1,0,0,0,0,1,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHHJRANNWPSFHF,2026-07-25,2,8,0,0,0,2,0,2,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TKPG38GFGWZYHEA9,2026-02-01,7,21,3,0,0,2,2,4,3,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,FCKFAG9QPJGNGM9T,2026-07-01,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TKPGSYPCTDHAGPFB,2026-07-01,4,15,1,0,0,1,2,3,1,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHHJRARECBQRGY,2026-06-13,1,3,0,0,1,0,0,0,0,1,0,2026-08-19 20:00:40.818952+05:30
flipkart,BXRGRFHZZKF8JG49,2026-07-21,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TKPH8MTXXNY2H39G,2026-06-15,1,1,1,0,0,0,0,0,1,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,BRFFFFSVZH5NTPFM,2026-06-21,1,1,1,0,0,0,0,0,1,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,BXRHFQXCVGA9H3CZ,2026-07-10,1,1,1,0,0,0,0,0,1,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,BXRH2W5SJRAGFHXT,2026-06-01,1,1,1,0,0,0,0,0,1,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHHJRA2XFF6ZBX,2026-06-13,1,3,0,0,1,0,0,0,0,1,0,2026-08-19 20:00:40.818952+05:30
flipkart,BXRGRFHZDKCCHGCH,2026-07-09,1,1,1,0,0,0,0,0,1,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TKPH8MTXEAJDTQQB,2026-06-13,1,4,0,0,0,1,0,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHCKSGPGYUQY9G,2025-09-01,2,8,0,0,1,0,1,1,0,1,0,2026-08-19 20:00:40.818952+05:30
flipkart,TSHHCHZPSYNBHGNM,2025-11-01,4,17,0,0,1,1,2,3,0,1,0,2026-08-19 20:00:40.818952+05:30
flipkart,SRTFFFUDEG5GPAZ3,2025-12-01,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
flipkart,BXRGRFHZ8VB6UZR3,2026-07-24,1,5,0,0,0,0,1,1,0,0,0,2026-08-19 20:00:40.818952+05:30
